Id,LotArea,LotConfig,BldgType,HouseStyle,OverallQual,OverallCond,YearBuilt,YearRemodAdd,RoofStyle,RoofMatl,Exterior1st,Exterior2nd,Foundation,BsmtQual,BsmtCond,BsmtExposure,TotalBsmtSF,Heating,CentralAir,1stFlrSF,2ndFlrSF,BsmtFullBath,BsmtHalfBath,FullBath,HalfBath,BedroomAbvGr,KitchenAbvGr,KitchenQual,TotRmsAbvGrd,Fireplaces,GarageType,GarageYrBlt,GarageCars,GarageArea,PavedDrive,WoodDeckSF,OpenPorchSF,EnclosedPorch,3SsnPorch,ScreenPorch,PoolArea,MoSold,YrSold,SaleType,SaleCondition,SalePrice
1106,12256,2,0,0,8,5,1994,1995,0,0,3,3,0,2,0,3,1463,0,0,1500,1122,1,0,2,1,3,1,0,9,2,0,1994,2,712,0,186,32,0,0,0,0,4,2010,0,0,325000
1107,10357,2,0,1,7,5,1990,1991,1,0,3,3,0,0,0,2,910,0,0,1442,0,1,0,2,0,3,1,0,6,1,0,1990,2,719,0,0,244,0,0,0,0,5,2007,0,0,179900
1108,23257,3,0,0,7,5,2006,2006,0,0,0,0,0,2,1,0,868,0,0,887,1134,0,0,2,1,3,1,0,9,1,2,2006,2,422,0,0,100,0,0,0,0,9,2006,1,2,274725
1109,8063,0,0,0,6,5,2000,2000,0,0,0,0,0,0,0,0,924,0,0,948,742,0,0,2,1,3,1,1,7,1,0,2000,2,463,0,100,48,0,0,0,0,11,2007,0,1,181000
1110,11362,0,0,1,8,5,2004,2005,0,0,1,1,0,2,0,2,1836,0,0,1836,0,1,0,2,0,3,1,0,7,1,0,2004,3,862,0,125,185,0,0,0,0,3,2009,0,0,280000
1111,8000,0,0,0,6,5,1995,1996,0,0,3,3,0,0,0,0,773,0,0,773,885,1,0,2,1,3,1,1,8,1,0,1995,2,431,0,224,84,0,0,0,0,6,2008,0,0,188000
1112,10480,0,0,0,7,6,1976,1976,1,0,7,4,1,1,0,0,803,0,0,1098,866,0,0,2,1,4,1,1,8,1,0,1976,2,483,0,0,69,0,0,0,0,9,2008,0,0,205000
1113,7100,2,0,1,5,7,1957,1957,0,0,5,2,1,1,0,0,816,0,0,816,0,1,0,1,0,2,1,1,5,0,1,1957,1,308,0,0,0,0,0,0,0,7,2006,0,0,129900
1114,8923,0,0,1,5,7,1953,2006,0,0,2,5,1,1,0,0,1008,0,0,1008,0,1,0,1,0,2,1,0,6,0,0,1953,1,240,0,0,18,0,0,0,0,5,2007,0,0,134500
1115,5400,0,0,1,5,7,1954,2000,0,0,1,1,1,1,0,0,833,0,0,833,0,0,0,1,0,2,1,0,4,0,1,1955,1,326,0,0,0,0,0,0,0,8,2006,0,0,117000
1116,12085,0,0,1,8,5,2007,2007,1,0,0,0,0,2,0,0,1734,0,0,1734,0,1,0,2,0,3,1,2,7,1,0,2007,3,928,0,0,0,0,0,0,0,11,2007,1,2,318000
1117,7750,0,0,5,8,5,2002,2002,1,0,0,0,0,0,0,0,408,0,0,779,640,1,0,2,1,3,1,0,7,1,2,2002,2,527,0,120,0,0,0,0,0,3,2009,0,0,184100
1118,9764,1,0,1,5,7,1967,2003,0,0,0,0,1,1,0,0,894,0,0,894,0,1,0,1,0,3,1,0,5,0,0,1967,2,450,0,0,0,0,0,0,0,5,2008,0,0,130000
1119,13825,0,0,5,5,6,1958,1987,0,0,1,1,1,1,0,0,533,0,0,1021,580,0,1,1,0,3,1,1,6,0,2,1958,1,300,0,280,34,0,0,0,0,12,2008,0,0,140000
1120,7560,0,0,1,5,5,1959,1959,0,0,4,5,1,1,0,0,1040,0,0,1040,0,0,0,1,0,3,1,1,6,0,0,1959,1,286,0,140,0,252,0,0,0,7,2006,0,0,133700
1121,8263,0,0,1,6,5,1920,1950,0,0,4,7,2,1,0,0,1012,0,0,1012,0,0,0,1,0,2,1,1,6,1,1,1920,1,308,0,0,22,112,0,0,0,5,2007,0,0,118400
1122,10084,0,0,1,7,5,2005,2006,0,0,0,0,0,0,0,3,1552,0,0,1552,0,0,0,2,0,3,1,0,7,0,0,2005,3,782,0,144,20,0,0,0,0,7,2006,1,2,212900
1123,8926,2,0,1,4,3,1956,1956,0,0,8,9,1,1,0,0,672,0,0,960,0,0,0,1,0,3,1,1,5,0,5,1956,1,288,0,64,0,0,0,160,0,10,2009,2,1,112000
1124,9405,0,0,1,5,9,1947,2008,1,0,0,0,1,1,0,0,698,0,0,698,0,0,1,1,0,2,1,1,4,0,4,NA,0,0,0,0,200,0,0,0,0,6,2009,0,0,118000
1125,9125,0,0,5,7,5,1992,1992,0,0,3,3,0,0,0,0,384,0,0,812,670,0,0,2,1,3,1,0,7,1,0,1992,2,392,0,100,25,0,0,0,0,7,2007,0,0,163900
1126,10434,0,0,1,4,5,1955,1955,0,0,7,4,1,1,0,0,1005,0,0,1005,0,0,0,1,0,2,1,3,5,1,1,1977,2,672,0,0,0,0,0,0,0,11,2009,0,0,115000
1127,3684,0,3,1,7,5,2007,2007,1,0,0,0,0,0,0,0,1373,0,0,1555,0,0,0,2,0,2,1,0,7,1,0,2007,3,660,0,143,20,0,0,0,0,6,2009,0,0,174000
1128,14572,2,0,1,7,5,2004,2004,1,0,0,0,0,0,0,3,1530,0,0,1530,0,1,0,2,0,3,1,0,7,1,0,2004,3,630,0,144,36,0,0,0,0,11,2007,0,5,259000
1129,11796,0,0,0,7,5,2004,2005,0,0,0,0,0,0,0,3,847,0,0,847,1112,0,0,2,1,4,1,0,8,1,2,2004,2,434,0,100,48,0,0,0,0,7,2007,0,0,215000
1130,7200,0,2,4,5,5,1980,1980,0,0,1,1,1,0,0,1,936,0,0,936,0,1,0,1,0,2,1,1,4,0,1,1980,2,672,0,49,0,0,0,0,0,8,2007,0,0,140000
1131,7804,0,0,2,4,3,1928,1950,0,0,5,4,2,1,0,0,1122,0,0,1328,653,1,0,2,0,4,1,0,7,2,1,1981,2,576,0,431,44,0,0,0,0,12,2009,0,0,135000
1132,10712,0,0,1,5,5,1991,1992,0,0,3,3,0,0,0,2,974,0,0,974,0,0,0,1,0,3,1,1,5,0,4,NA,0,0,0,0,28,0,0,0,0,9,2007,8,1,93500
1133,9900,0,0,0,6,4,1880,1950,0,0,2,5,2,1,0,2,1008,1,0,1178,1032,0,0,2,0,5,1,3,8,0,1,1930,1,205,1,0,48,0,0,0,0,5,2007,0,0,117500
1134,9828,0,0,0,8,5,1995,1995,0,0,0,0,0,0,0,0,1128,0,0,1142,878,0,0,2,1,3,1,0,8,1,0,1995,2,466,0,0,155,0,0,0,0,6,2009,0,0,239500
1135,8773,0,0,0,6,5,1997,1997,0,0,0,0,0,0,0,3,916,0,0,916,684,0,0,2,1,3,1,1,7,1,0,1997,2,460,0,100,38,0,0,0,0,8,2007,0,0,169000
1136,6180,2,0,1,6,5,1926,1950,0,0,2,5,2,1,0,0,960,0,1,986,0,0,0,1,0,2,1,1,5,1,1,1926,1,180,0,0,128,0,0,0,0,5,2007,0,0,102000
1137,9600,0,0,2,6,5,1950,1950,0,0,0,0,1,1,0,0,1032,0,0,1032,220,0,0,1,0,3,1,1,6,0,0,1950,1,288,0,0,0,96,0,0,0,4,2008,0,1,119000
1138,6342,0,0,2,5,8,1875,1996,0,0,0,0,1,1,0,0,780,0,1,780,240,0,0,1,0,2,1,1,6,0,4,NA,0,0,1,0,0,176,0,0,0,5,2010,0,0,94000
1139,9819,0,0,1,6,5,1977,1977,0,0,7,11,0,1,0,1,1567,0,0,1567,0,1,0,2,0,2,1,0,5,2,0,1977,2,714,0,264,32,0,0,0,0,5,2009,0,0,196000
1140,8731,0,0,1,5,5,1920,1950,0,0,9,8,2,1,0,0,915,0,0,1167,0,0,0,1,0,3,1,1,6,1,1,1972,2,495,0,0,0,216,0,126,0,5,2007,0,0,144000
1141,7350,2,0,1,5,7,1951,1951,0,0,3,3,1,1,0,2,952,0,0,952,0,1,0,1,0,2,1,1,4,0,1,1988,2,840,0,0,0,0,0,0,0,6,2008,2,1,139000
1142,10304,3,0,0,5,7,1976,1976,0,0,7,4,1,1,0,0,780,0,0,1088,780,1,0,2,1,4,1,0,9,1,0,1976,2,484,0,448,96,0,0,0,0,10,2009,0,0,197500
1143,9965,0,0,0,8,5,2006,2007,1,0,0,0,0,2,0,1,1466,0,0,1466,1362,1,0,3,0,4,1,0,11,1,2,2006,3,1052,0,125,144,0,0,0,0,4,2007,1,2,424870
1144,9000,0,0,1,5,3,1959,1959,0,0,2,4,1,1,0,0,1006,0,0,1006,0,0,0,1,0,3,1,1,5,0,4,NA,0,0,0,0,24,0,0,0,0,7,2008,0,0,80000
1145,12180,0,1,2,4,4,1941,1950,0,0,1,1,2,0,0,0,672,2,1,672,252,1,0,1,0,2,1,3,5,0,1,1941,1,280,0,0,0,0,0,0,0,7,2010,0,0,80000
1146,6240,0,0,2,5,6,1928,1950,0,0,1,1,2,1,0,0,1042,0,0,1042,534,0,0,1,0,3,1,1,8,1,1,1928,1,225,0,0,0,0,0,0,0,8,2006,0,5,149000
1147,11200,0,0,1,6,5,1985,1985,0,0,2,2,1,0,0,0,1298,0,0,1298,0,1,0,2,0,3,1,0,5,1,0,1985,2,403,0,165,26,0,0,0,0,5,2006,0,0,180000
1148,12000,0,0,0,7,7,1941,1950,0,0,1,1,1,1,0,0,704,0,0,860,704,0,0,1,1,3,1,3,7,1,0,1941,1,234,0,0,0,0,0,0,0,7,2009,0,0,174500
1149,5700,0,0,2,7,7,1926,1950,0,0,2,5,0,1,0,0,572,0,0,572,539,0,0,1,0,2,1,1,5,1,1,1982,1,288,0,0,0,176,0,0,0,8,2008,0,0,116900
1150,9000,0,0,0,7,9,1920,1988,1,0,0,0,0,1,0,0,650,0,0,832,650,0,1,1,0,3,1,1,7,0,1,1930,2,324,0,0,0,0,0,0,0,7,2009,0,0,143000
1151,8280,0,0,1,6,5,1950,1950,0,0,4,7,1,1,0,0,932,0,0,932,0,0,0,1,0,2,1,0,4,1,0,1950,1,306,0,0,0,214,0,0,0,11,2007,0,0,124000
1152,17755,0,0,1,5,4,1959,1959,0,0,3,4,1,1,0,0,1466,0,0,1466,0,0,0,1,1,3,1,3,6,2,0,1959,2,528,0,0,140,0,0,100,0,11,2006,0,0,149900
1153,14115,0,0,1,6,7,1956,2004,0,0,12,13,0,1,0,0,1073,0,0,1811,0,0,0,1,0,2,1,2,6,1,0,1956,2,470,0,0,0,280,0,0,0,7,2006,0,1,230000
1154,5890,2,0,1,6,8,1930,2007,0,0,2,5,2,1,0,3,816,0,0,816,0,0,0,1,0,2,1,1,5,0,1,2002,1,432,0,0,0,96,0,0,0,6,2008,0,0,120500
1155,13700,0,0,0,7,6,1965,1988,0,0,0,0,1,1,0,1,864,0,0,902,918,0,0,1,2,4,1,0,8,2,0,1965,2,492,0,60,84,0,0,273,0,5,2008,0,0,201800
1156,10768,2,0,1,5,8,1976,2004,0,0,7,4,1,0,0,1,1437,0,0,1437,0,1,0,2,0,3,1,0,6,1,0,1976,2,528,0,0,21,0,0,180,0,7,2007,0,0,218000
1157,9350,0,0,5,5,8,1965,1999,0,0,4,7,0,1,0,1,1219,0,0,1265,0,0,1,2,0,3,1,0,6,1,0,1965,2,502,0,0,92,0,96,0,0,10,2008,0,0,179900
1158,5001,0,4,1,7,5,2007,2008,0,0,0,0,0,0,0,0,1314,0,0,1314,0,1,0,2,0,2,1,0,6,1,0,2008,2,626,0,172,62,0,0,0,0,7,2009,0,0,230000
1159,11932,1,0,1,8,5,2007,2008,0,0,0,0,0,0,0,0,1580,0,0,1580,0,0,0,2,0,3,1,0,7,0,0,2008,3,830,0,0,24,0,0,0,0,6,2008,3,2,235128
1160,9120,0,0,0,6,6,1974,1974,1,0,3,3,1,1,0,0,901,0,0,943,933,0,0,2,1,4,1,0,8,1,0,1974,2,540,0,0,69,0,0,0,0,7,2008,0,0,185000
1161,2280,0,4,0,6,5,1978,1978,0,0,7,10,1,0,0,0,855,0,0,855,601,0,0,2,1,3,1,1,7,1,0,1978,2,440,0,26,0,0,0,0,0,7,2010,0,0,146000
1162,14778,3,0,1,6,7,1954,2006,1,0,3,3,1,1,0,0,1296,0,0,1640,0,1,0,1,0,3,1,0,7,1,1,1993,2,924,0,108,0,0,216,0,0,11,2008,0,0,224000
1163,8724,0,0,1,5,5,1968,1968,0,0,0,0,1,0,0,0,894,0,0,894,0,0,0,1,0,3,1,1,5,1,0,1968,2,450,0,0,0,0,0,0,0,5,2007,0,0,129000
1164,12900,0,2,4,4,4,1969,1969,0,0,7,4,1,0,0,3,1198,0,0,1258,0,2,0,0,2,0,2,1,6,0,3,1969,2,400,0,120,0,0,0,0,0,1,2008,0,4,108959
1165,16157,1,0,5,5,7,1978,1978,0,0,7,4,0,0,0,1,1360,0,0,1432,0,1,0,1,1,2,1,0,5,1,0,1978,2,588,0,168,180,0,0,0,0,6,2007,0,0,194000
1166,9541,0,0,1,7,5,2009,2009,0,0,0,0,0,0,0,0,1502,0,0,1502,0,0,0,2,0,3,1,0,7,0,0,2009,2,644,0,0,114,0,0,0,0,9,2009,1,2,233170
1167,10475,2,0,1,8,5,2008,2008,0,0,0,0,0,0,0,3,1694,0,0,1694,0,0,0,2,0,3,1,0,7,0,0,2008,3,776,0,160,33,0,0,0,0,2,2010,0,0,245350
1168,10852,0,0,0,6,5,2000,2000,0,0,0,0,0,0,0,0,959,0,0,959,712,1,0,2,1,3,1,1,7,1,0,2000,2,472,0,0,38,0,0,0,0,2,2006,0,0,173000
1169,13728,2,0,0,6,7,1935,1986,1,0,9,8,1,1,0,0,1127,0,0,1236,872,0,0,2,0,4,1,0,7,2,5,1935,2,540,0,0,0,0,0,90,0,7,2008,0,0,235000
1170,35760,3,0,0,10,5,1995,1996,1,0,3,3,0,2,0,1,1930,0,0,1831,1796,1,0,3,1,4,1,0,10,1,0,1995,3,807,0,361,76,0,0,0,0,7,2006,0,0,625000
1171,9880,0,0,5,6,6,1977,1977,0,0,7,4,1,1,0,3,1096,0,0,1118,0,1,0,1,0,3,1,1,6,1,0,1977,1,358,0,203,0,0,0,0,576,7,2008,0,0,171000
1172,9120,0,0,1,6,6,1958,1958,1,0,1,1,1,1,0,0,1261,0,0,1261,0,1,0,1,0,3,1,1,6,1,0,1958,2,433,0,0,0,0,0,288,0,11,2008,0,0,163000
1173,4017,0,3,0,7,5,2006,2007,0,0,1,1,0,0,0,0,625,0,0,625,625,0,0,2,1,2,1,0,5,0,1,2006,2,625,0,0,54,0,0,0,0,3,2008,0,0,171900
1174,18030,0,0,2,5,6,1946,1994,0,0,1,1,1,1,0,0,1598,0,0,1636,971,0,0,3,0,3,1,2,12,1,4,NA,0,0,0,122,0,0,0,0,0,3,2007,0,0,200500
1175,16560,0,0,0,6,8,1932,1950,0,0,2,5,2,0,0,0,952,0,0,1170,1175,0,0,2,1,4,1,1,9,1,1,1932,2,360,0,0,0,0,0,0,0,7,2006,0,0,239000
1176,10678,0,0,2,8,5,1992,2000,1,0,3,3,0,0,0,0,1683,0,0,2129,743,0,0,2,1,4,1,0,9,1,0,1992,2,541,0,0,33,0,0,0,0,4,2007,0,0,285000
1177,6951,3,0,1,5,5,1984,1985,0,0,3,4,1,1,0,0,876,0,0,923,0,1,0,1,0,3,1,1,5,0,0,1984,1,264,0,362,0,0,0,0,0,10,2008,0,0,119500
1178,3950,0,0,2,6,8,1926,2004,0,0,1,1,1,1,0,0,818,0,0,818,406,0,0,1,0,3,1,1,5,0,1,1926,1,210,1,0,0,116,0,0,0,12,2009,0,0,115000
1179,7681,1,0,2,5,6,1921,1950,0,0,2,5,2,1,0,0,731,0,0,820,523,0,0,1,1,3,1,1,7,1,1,1921,1,186,0,192,0,102,0,0,0,7,2009,0,0,154900
1180,8335,2,0,1,5,5,1954,1954,0,0,2,5,4,3,2,4,0,0,0,1124,0,0,0,1,0,3,1,1,5,1,4,NA,0,0,1,0,36,190,0,0,0,4,2006,0,0,93000
1181,11170,2,0,0,7,5,1990,1991,0,0,1,1,3,0,0,0,1216,0,0,1298,1216,0,0,2,1,4,1,1,8,0,0,1990,2,693,0,0,0,0,0,0,0,4,2006,0,0,250000
1182,5587,0,3,1,8,5,2008,2008,1,0,6,6,0,2,0,1,1600,0,0,1652,0,1,1,2,0,2,1,0,5,1,0,2008,2,482,0,162,53,0,153,0,0,11,2008,1,2,392500
1183,15623,2,0,0,10,5,1996,1996,1,0,2,11,0,2,0,3,2396,0,0,2411,2065,1,0,3,1,4,1,2,10,2,0,1996,3,813,0,171,78,0,0,0,555,7,2007,0,1,745000
1184,10800,0,0,1,5,6,1920,1950,1,0,9,8,2,1,0,0,1120,0,0,1130,0,1,0,1,0,2,1,1,5,1,1,1970,2,720,0,229,0,0,0,0,0,6,2006,0,0,120000
1185,35133,0,0,1,5,4,1963,1963,1,0,1,1,1,1,0,1,1572,0,0,1572,0,1,0,1,1,3,1,1,5,2,6,1963,3,995,0,0,263,0,0,263,0,5,2007,0,0,186700
1186,9738,0,0,2,5,7,1924,1950,0,0,8,9,2,1,0,0,784,0,0,949,272,1,0,1,0,4,1,1,7,0,0,1965,1,392,0,0,0,236,0,0,0,3,2006,0,0,104900
1187,10615,2,1,0,3,5,1900,1970,0,0,3,3,1,4,0,2,978,0,0,1014,685,1,0,2,0,3,2,1,7,0,3,1920,2,420,0,0,74,0,0,0,0,8,2009,0,1,95000
1188,12461,2,0,1,8,5,1994,1995,0,0,13,11,0,0,0,0,1624,0,0,1624,0,1,0,2,0,2,1,0,5,1,0,1994,3,757,0,0,114,192,0,0,0,7,2006,0,0,262000
1189,8935,0,0,0,7,5,2002,2002,0,0,0,0,0,0,0,0,831,0,0,831,829,0,0,2,1,3,1,0,7,0,0,2002,2,493,0,144,68,0,0,0,0,7,2009,0,0,195000
1190,7500,0,0,0,7,5,1999,1999,0,0,0,0,0,1,0,0,994,0,0,1028,776,0,0,2,1,3,1,0,7,1,0,1999,2,442,0,140,60,0,0,0,0,6,2010,0,0,189000
1191,32463,0,1,1,4,4,1961,1975,0,0,1,1,1,1,0,3,1249,0,0,1622,0,1,0,1,0,3,1,1,7,1,6,1975,4,1356,0,439,0,0,0,0,0,3,2007,0,0,168000
1192,2645,0,4,0,8,5,1999,2000,0,0,1,1,0,0,0,0,776,0,0,764,677,0,0,2,1,2,1,0,5,0,1,1999,2,492,0,206,0,0,0,0,0,11,2007,0,0,174000
1193,9600,0,0,2,5,8,1925,1994,2,0,0,0,0,1,0,2,702,0,0,842,630,0,0,1,0,3,1,0,6,0,1,1925,1,250,2,0,0,84,0,0,0,7,2007,0,0,125000
1194,4500,1,3,1,6,5,1999,1999,1,0,0,0,0,2,0,0,1224,0,0,1224,0,1,0,2,0,2,1,1,5,0,0,1999,2,402,0,0,304,0,0,0,0,6,2009,0,0,165000
1195,9364,2,0,0,6,7,1969,1969,0,0,3,3,1,1,0,0,663,0,0,663,689,0,0,1,1,4,1,1,7,0,0,1969,1,299,0,379,36,0,0,0,0,3,2010,0,0,158000
1196,8029,0,0,0,6,5,2005,2005,0,0,0,0,0,0,0,0,728,0,0,728,728,0,0,2,1,3,1,0,8,0,0,2005,2,400,0,100,24,0,0,0,0,7,2008,0,0,176000
1197,14054,0,0,0,7,5,2006,2006,0,0,0,0,0,0,0,3,879,0,0,879,984,0,0,2,1,4,1,0,9,1,2,2006,3,660,0,100,17,0,0,0,0,11,2006,1,2,219210
1198,8850,2,0,6,7,6,1916,1950,0,0,1,1,2,1,0,0,815,0,0,815,875,0,0,1,0,3,1,1,7,1,1,1916,1,225,0,0,0,330,0,0,0,7,2006,6,0,144000
1199,9100,0,0,1,7,5,2001,2001,0,0,0,0,0,0,0,0,1212,0,0,1212,0,0,0,2,0,3,1,0,6,0,0,2001,2,573,0,356,0,0,0,0,0,6,2009,0,0,178000
1200,11235,0,0,1,4,5,1963,1979,0,0,3,3,1,1,0,0,1051,0,0,1382,0,0,0,1,1,3,1,1,6,1,0,1974,2,459,0,0,82,0,0,0,0,10,2006,0,0,148000
1201,9353,0,0,1,4,5,1970,1970,0,0,1,1,1,1,0,0,864,0,0,864,0,0,0,1,0,3,1,1,5,0,0,1972,1,280,0,0,0,0,0,0,0,7,2006,8,1,116050
1202,10400,2,0,0,7,5,1998,1998,0,0,0,0,0,0,0,3,866,0,0,866,913,0,0,2,1,3,1,0,6,0,0,1998,2,546,0,198,36,0,0,0,0,3,2009,0,0,197900
1203,6000,2,0,2,5,8,1925,1997,0,0,2,5,2,1,0,0,884,0,0,884,464,1,0,1,0,3,1,1,5,1,1,1960,1,216,1,0,0,208,0,0,0,5,2009,0,0,117000
1204,9750,0,0,1,7,5,2000,2001,0,0,0,0,0,0,0,0,1630,0,0,1630,0,0,0,2,0,3,1,0,6,1,0,2000,2,451,0,74,234,0,0,0,0,10,2009,0,0,213000
1205,10140,0,0,1,5,6,1975,1975,0,0,3,3,1,0,0,0,1056,0,0,1074,0,1,0,1,1,3,1,1,6,0,0,1975,2,495,0,0,88,0,0,0,0,7,2006,0,0,153500
1206,14684,3,0,1,7,7,1990,1991,1,0,3,3,1,0,0,2,2158,0,0,2196,0,0,0,2,0,3,1,0,7,1,0,1990,3,701,0,84,70,0,0,0,0,6,2009,0,0,271900
1207,8900,0,0,1,4,4,1966,1966,0,0,3,3,1,1,0,0,1056,0,0,1056,0,1,0,1,0,2,1,1,5,0,1,1966,1,384,0,0,42,0,0,0,0,11,2006,0,0,107000
1208,9135,0,0,1,6,5,2003,2003,0,0,0,0,0,0,0,3,1682,0,0,1700,0,1,0,2,0,3,1,0,7,0,0,2003,2,544,0,192,23,0,0,0,0,5,2006,0,0,200000
1209,7763,0,0,1,5,7,1962,1980,0,0,1,1,1,1,0,0,931,0,0,1283,0,1,0,1,0,3,1,1,6,0,1,1980,2,506,0,0,0,0,0,0,0,10,2008,0,0,140000
1210,10182,3,0,1,8,5,2006,2006,1,0,0,0,0,2,0,2,1660,0,0,1660,0,1,0,2,0,3,1,0,8,1,0,2006,2,500,0,322,50,0,0,0,0,5,2006,1,2,290000
1211,11218,0,0,0,6,5,1992,1992,0,0,2,5,0,0,0,0,1055,0,0,1055,790,0,0,2,1,3,1,0,8,1,0,1992,2,462,0,635,104,0,0,0,0,5,2010,0,0,189000
1212,12134,0,0,2,8,7,1988,2005,0,0,2,5,3,0,0,3,559,0,0,1080,672,0,0,2,0,4,1,1,8,0,5,1988,2,492,0,325,12,0,0,0,0,6,2010,0,0,164000
1213,9340,0,0,1,4,6,1941,1950,1,0,1,1,1,1,0,0,672,0,0,672,0,1,0,1,0,2,1,1,4,0,0,1941,1,234,1,0,113,0,0,0,0,8,2009,0,0,113000
1214,10246,3,0,5,4,9,1965,2001,0,0,0,0,1,1,1,3,648,0,0,960,0,1,1,0,0,0,1,1,3,0,0,1965,1,364,0,88,0,0,0,0,0,5,2006,0,0,145000
1215,10205,0,0,4,5,5,1962,1962,0,0,1,1,1,1,0,3,925,0,0,999,0,1,0,1,0,3,1,1,6,0,0,1962,1,300,0,150,72,0,0,0,0,5,2006,0,0,134500
1216,7094,0,0,1,5,5,1966,1966,0,0,0,0,1,1,0,0,894,0,0,894,0,0,0,1,0,3,1,1,5,0,1,1966,1,384,0,0,0,0,0,0,0,5,2007,0,0,125000
1217,8930,0,2,2,6,5,1978,1978,0,0,0,0,4,3,2,4,0,0,0,1318,584,0,0,2,0,4,2,1,8,0,0,1978,2,539,0,0,0,0,0,0,0,4,2010,0,0,112000
1218,8640,0,0,1,8,5,2009,2009,0,0,6,6,0,0,0,2,1300,0,0,1314,0,1,0,2,0,3,1,0,6,0,0,2009,2,552,0,135,112,0,0,0,0,9,2009,1,2,229456
1219,6240,0,0,2,4,5,1947,1950,0,0,8,9,4,3,2,4,0,0,1,672,240,0,0,1,0,2,1,1,3,0,4,NA,0,0,1,0,0,0,0,0,0,7,2006,0,0,80500
1220,1680,0,4,0,6,5,1971,1971,0,0,6,6,1,1,0,0,672,0,0,672,546,0,0,1,1,3,1,1,7,0,4,NA,0,0,1,201,0,0,0,0,0,4,2006,0,1,91500
1221,7800,0,0,1,5,5,1964,1964,0,0,2,5,1,1,0,0,912,0,0,912,0,0,0,1,0,2,1,1,5,0,0,1964,1,288,0,0,0,0,0,0,0,11,2006,0,1,115000
1222,8250,0,0,1,5,5,1968,1968,1,0,3,3,1,1,0,0,952,0,0,1211,0,0,0,1,0,3,1,1,5,1,0,1968,1,322,0,0,63,0,0,0,0,8,2008,0,0,134000
1223,10496,0,0,2,6,6,1949,1950,0,0,2,5,1,1,0,2,1040,0,0,1168,678,0,0,2,0,3,1,1,7,1,0,1949,1,315,0,0,0,0,0,0,0,1,2007,0,0,143000
1224,10680,0,0,1,5,3,1951,1951,1,0,2,5,1,1,3,0,2136,0,1,2136,0,0,0,2,0,4,1,1,7,0,1,1951,2,528,0,0,30,0,0,0,0,10,2006,0,0,137900
1225,15384,0,0,0,7,5,2004,2005,0,0,0,0,0,0,0,3,788,0,0,788,702,1,0,2,1,3,1,0,8,1,0,2004,2,388,0,100,75,0,0,0,0,2,2008,0,0,184000
1226,10482,0,0,5,6,8,1958,1958,1,0,0,0,1,1,0,3,588,0,0,1138,0,0,1,1,0,3,1,1,6,0,0,1958,1,264,0,224,0,0,0,0,0,6,2007,0,0,145000
1227,14598,3,0,0,6,5,2007,2007,0,0,0,0,0,0,0,2,894,0,0,894,1039,0,0,2,1,4,1,0,9,1,2,2007,3,668,0,100,18,0,0,0,0,1,2008,0,0,214000
1228,8872,2,0,1,5,8,1965,2008,0,0,0,0,1,1,0,0,912,0,0,912,0,1,0,1,0,2,1,0,5,0,1,1992,2,576,0,0,240,0,0,0,0,12,2008,0,0,147000
1229,8769,2,3,1,9,5,2008,2008,1,0,1,1,0,2,0,0,1702,0,0,1702,0,1,0,1,1,1,1,2,7,1,0,2008,3,1052,0,0,72,0,0,224,0,10,2008,1,2,367294
1230,7910,0,0,5,5,5,1960,1960,1,0,4,3,1,1,0,0,1075,0,0,1507,0,0,0,2,0,4,1,1,7,0,5,1960,1,404,0,0,0,0,0,0,0,8,2008,0,0,127000
1231,18890,0,2,2,5,5,1977,1977,5,0,7,4,1,0,0,0,1361,0,0,1361,1259,0,0,2,2,4,2,1,12,1,2,1977,2,600,1,155,24,145,0,0,0,8,2007,0,0,190000
1232,7728,0,2,5,5,6,1962,1962,1,0,2,5,1,1,0,3,1106,0,0,1190,0,1,0,1,0,3,1,1,6,0,0,1962,2,540,0,0,18,0,0,0,0,5,2006,0,0,132500
1233,9842,1,2,1,4,5,1962,1962,0,0,3,3,4,3,2,4,0,0,0,1224,0,0,0,2,0,2,2,1,6,0,3,1962,2,462,0,0,0,0,0,0,0,3,2007,0,0,101800
1234,12160,0,0,1,5,5,1959,1959,1,0,7,4,1,1,0,0,1188,0,0,1188,0,1,0,1,0,3,1,1,6,0,0,1959,2,531,0,0,0,0,0,0,0,5,2010,2,1,142000
1235,8525,0,0,0,5,6,1911,1950,0,0,1,1,0,1,0,3,940,0,1,1024,940,0,0,1,1,4,1,1,7,0,4,NA,0,0,1,0,192,0,0,0,0,11,2008,0,1,130000
1236,13132,0,0,0,5,5,1914,1950,0,0,2,5,2,0,0,2,747,0,0,892,892,0,0,1,1,4,1,1,9,0,1,1914,1,180,1,203,40,0,0,0,0,7,2006,0,0,138887
1237,2628,0,4,0,7,5,2003,2003,0,0,0,2,0,0,0,0,764,0,0,764,862,0,0,2,1,2,1,0,6,0,2,2003,2,474,0,0,27,0,0,0,0,6,2010,0,0,175500
1238,12393,1,0,0,7,5,2004,2005,0,0,0,0,0,0,0,0,847,0,0,847,1101,0,0,2,1,4,1,0,8,1,2,2004,2,434,0,100,48,0,0,0,0,9,2006,0,0,195000
